0;0;0;0;land;false;unknown;0
1;175;231;230;land;false;plains;1
2;213;113;196;land;false;plains;1
3;245;251;147;land;false;forest;1
4;115;241;227;land;false;plains;1
5;179;203;239;land;true;plains;1
6;165;177;233;land;false;plains;1
7;254;135;121;land;false;plains;1
8;146;183;239;land;true;plains;1
9;234;179;213;land;false;plains;1
10;132;190;180;land;true;plains;1
11;220;214;82;land;false;forest;1
12;186;72;250;land;false;forest;1
13;210;137;192;land;false;plains;1
14;233;127;161;land;true;plains;1
15;186;246;234;land;true;urban;1
16;196;235;219;land;false;plains;1
17;167;148;186;land;true;plains;1
18;190;74;237;land;true;forest;1
19;139;246;163;land;true;plains;1
20;220;204;80;land;false;plains;1
21;184;194;128;land;false;plains;1
22;157;217;238;land;false;forest;1
23;177;237;152;land;false;plains;1
24;168;180;158;land;true;plains;1
25;252;169;189;land;false;marsh;1
26;247;248;239;land;false;forest;1
27;188;120;228;land;false;plains;1
28;131;147;237;land;false;plains;1
29;222;189;189;land;false;forest;1
30;199;243;171;land;true;forest;1
31;19;247;235;land;false;plains;1
32;191;228;246;land;false;plains;1
33;239;91;172;land;false;plains;1
34;192;108;204;land;false;jungle;1
35;130;171;218;land;false;urban;1
36;165;235;192;land;true;plains;1
37;139;245;192;land;false;plains;1
38;154;134;234;land;true;forest;1
39;239;89;175;land;false;forest;1
40;245;155;251;land;false;plains;1
41;140;203;247;land;false;plains;1
42;214;163;227;land;false;plains;1
43;250;225;60;land;true;plains;1
44;226;230;46;land;false;plains;1
45;212;116;217;land;false;plains;1
46;103;195;254;land;false;plains;1
47;186;218;204;land;true;plains;1
48;181;236;160;land;false;plains;1
49;251;197;223;land;false;plains;1
50;251;119;220;land;false;plains;1
51;218;242;56;land;true;plains;1
52;106;248;178;land;true;plains;1
53;179;161;207;land;true;forest;1
54;229;198;244;land;false;plains;1
55;115;220;229;land;false;plains;1
56;196;197;247;land;false;hills;1
57;241;190;98;land;false;plains;1
58;176;193;229;land;false;plains;1
59;244;228;98;land;false;plains;1
60;254;188;200;land;false;forest;1
61;245;156;196;land;false;jungle;1
62;206;236;129;land;false;forest;1
63;146;213;245;land;false;desert;1
64;130;200;194;land;false;plains;1
65;243;169;100;land;false;plains;1
66;210;170;247;land;false;forest;1
67;91;212;241;land;false;urban;1
68;185;189;160;land;true;plains;1
69;213;120;220;land;false;plains;1
70;246;82;219;land;false;forest;1
71;245;126;209;land;false;plains;1
72;210;93;223;land;false;forest;1
73;241;179;248;land;false;jungle;1
74;151;199;239;land;true;forest;1
75;232;150;135;land;false;plains;1
76;229;158;248;land;false;forest;1
77;203;235;112;land;false;plains;1
78;196;229;194;land;false;plains;1
79;166;245;105;land;false;plains;1
80;130;208;171;land;false;plains;1
81;226;223;147;land;false;plains;1
82;236;113;212;land;false;hills;1
83;239;89;200;land;false;forest;1
84;113;233;228;land;false;desert;1
85;186;209;231;land;false;plains;1
86;129;211;229;land;true;forest;1
87;157;240;173;land;false;plains;1
88;125;198;179;land;true;jungle;1
89;131;252;205;land;false;urban;1
90;162;221;121;land;false;forest;1
91;172;131;208;land;false;plains;1
92;137;144;234;land;false;plains;1
93;238;115;157;land;true;urban;1
94;206;208;145;land;true;plains;1
95;188;227;208;land;true;plains;1
96;159;254;253;land;true;urban;1
97;198;154;196;land;false;jungle;1
98;191;168;173;land;true;urban;1
99;231;223;189;land;false;plains;1
100;226;148;193;land;false;plains;1
101;236;168;236;land;false;forest;1
102;237;214;190;land;false;urban;1
103;215;234;144;land;false;hills;1
104;214;235;77;land;false;forest;1
105;227;238;63;land;false;plains;1
106;205;218;242;land;false;plains;1
107;252;139;180;land;false;plains;1
108;214;173;184;land;true;plains;1
109;179;167;202;land;false;plains;1
110;217;209;221;land;true;plains;1
111;194;182;218;land;true;plains;1
112;248;156;133;land;false;plains;1
113;206;63;232;land;true;plains;1
114;118;232;254;land;false;plains;1
115;187;160;199;land;false;plains;1
116;162;253;230;land;true;forest;1
117;71;246;220;land;true;forest;1
118;188;241;124;land;false;jungle;1
119;170;163;172;land;false;plains;1
120;235;110;197;land;false;urban;1
121;246;203;177;land;true;plains;1
122;244;246;100;land;false;jungle;1
123;144;244;235;land;false;plains;1
124;136;195;240;land;false;plains;1
125;75;244;200;land;false;plains;1
126;156;175;249;land;false;plains;1
127;237;225;90;land;true;plains;1
128;253;56;208;land;true;forest;1
129;221;203;146;land;false;forest;1
130;192;132;202;land;true;plains;1
131;163;154;254;land;false;plains;1
132;161;95;254;land;false;plains;1
133;225;93;193;land;false;forest;1
134;238;108;231;land;false;plains;1
135;175;213;129;land;true;plains;1
136;235;200;222;land;false;hills;1
137;235;178;131;land;false;plains;1
138;232;42;238;land;false;forest;1
139;213;190;209;land;false;forest;1
140;201;133;172;land;false;plains;1
141;200;152;178;land;false;plains;1
142;160;237;155;land;false;plains;1
143;230;234;56;land;false;plains;1
144;140;249;189;land;false;forest;1
145;220;183;156;land;false;forest;1
146;146;239;241;land;false;forest;1
147;78;242;189;land;false;urban;1
148;83;243;227;land;false;plains;1
149;221;189;131;land;false;mountain;1
150;242;161;249;land;false;plains;1
151;184;249;226;land;true;plains;1
152;169;186;181;land;false;plains;1
153;193;200;121;land;false;plains;1
154;207;234;131;land;false;forest;1
155;99;233;232;land;false;forest;1
156;234;186;221;land;false;plains;1
157;254;126;125;land;false;plains;1
158;77;233;202;land;false;plains;1
159;243;220;95;land;false;plains;1
160;185;214;105;land;true;plains;1
161;163;204;168;land;false;plains;1
162;188;163;177;land;false;forest;1
163;183;140;203;land;false;plains;1
164;103;224;248;land;false;plains;1
165;106;242;175;land;true;forest;1
166;200;248;111;land;false;hills;1
167;166;173;236;land;false;forest;1
168;222;144;174;land;false;hills;1
169;226;208;88;land;true;plains;1
170;93;216;217;land;false;forest;1
171;241;218;75;land;true;urban;1
172;172;232;132;land;true;plains;1
173;126;245;149;land;true;plains;1
174;254;228;77;land;false;plains;1
175;205;252;191;land;false;plains;1
176;245;195;247;land;false;plains;1
177;181;251;143;land;true;urban;1
178;254;150;155;land;false;forest;1
179;197;111;219;land;true;forest;1
180;222;133;216;land;false;forest;1
181;180;187;219;land;false;forest;1
182;65;234;240;land;false;mountain;1
183;200;163;211;land;true;plains;1
184;230;172;143;land;true;urban;1
185;107;250;228;land;true;forest;1
186;225;142;157;land;false;plains;1
187;202;237;103;land;false;forest;1
188;240;186;248;land;true;plains;1
189;238;110;162;land;false;forest;1
190;216;245;56;land;true;plains;1
191;212;175;194;land;false;urban;1
192;153;182;212;land;false;forest;1
193;145;166;250;land;false;plains;1
194;253;176;95;land;false;forest;1
195;186;142;183;land;false;desert;1
196;110;250;216;land;false;plains;1
197;195;144;169;land;false;forest;1
198;217;76;253;land;false;plains;1
199;149;252;216;land;false;forest;1
200;250;224;29;land;false;jungle;1
201;179;199;151;land;true;plains;1
